Datum,Wohnungsart,Zimmeranzahl,Wohnungsgrösse_m2,Verkaufspreis,Wohnungs_Adresse,Kanton,Latitude/Longitude,clean,Latitude,Longitude
2022-12-21,unbekannt,2.5,69,0,"Grand Champsec, 1950 Sion, VS",VS,,clean,46.2327569,7.3880711
2022-12-21,unbekannt,2.5,69,0,"Grand Champsec, 1950 Sion, VS",VS,,clean,46.2327569,7.3880711
2022-12-21,unbekannt,3.5,90,0,"Grand Champsec, 1950 Sion, VS",VS,,clean,46.2327569,7.3880711
2022-12-21,unbekannt,2.5,71,0,"Grand Champsec, 1950 Sion, VS",VS,,clean,46.2327569,7.3880711
2022-12-21,unbekannt,2.5,71,0,"Grand Champsec, 1950 Sion, VS",VS,,clean,46.2327569,7.3880711
2022-12-21,unbekannt,2.5,71,0,"Grand Champsec, 1950 Sion, VS",VS,,clean,46.2327569,7.3880711
2022-12-21,unbekannt,2.5,71,0,"Grand Champsec, 1950 Sion, VS",VS,,clean,46.2327569,7.3880711
2022-12-21,unbekannt,4.5,119,0,"6900 Lugano, TI",TI,,clean,46.00985730153374,8.952633225766872
2022-12-21,unbekannt,3.5,107,0,"6900 Lugano, TI",TI,,clean,46.00985730153374,8.952633225766872
2022-12-21,unbekannt,4.5,131,0,"Via San Gottardo 81, 6900 Massagno, TI",TI,,clean,46.0100252,8.9466265
2022-12-21,unbekannt,2.5,55,0,"Summer Village 12, 6992 Vernate, TI",TI,,clean,45.9922475,8.8879252
2022-12-21,unbekannt,6.5,271,0,"Lungolago Giuseppe Motta 42, 6815 Melide, TI",TI,,clean,45.9464063,8.9394348
2022-12-21,unbekannt,2.5,59,0,"Via Boscioro 10, 6995 Molinazzo di Monteggio, TI",TI,,clean,45.9937627,8.8224713
2022-12-21,unbekannt,2.5,67,0,"Via San Gottardo 81, 6900 Massagno, TI",TI,,clean,46.0100252,8.9466265
2022-12-21,unbekannt,2.5,55,0,"Via Boscioro 10, 6995 Molinazzo di Monteggio, TI",TI,,clean,45.9937627,8.8224713
2022-12-21,unbekannt,5.5,0,0,"Auf Anfrage, 9240 Uzwil, SG",SG,,clean,unbekant,unbekannt
2022-12-21,unbekannt,5.5,120,0,"2013 Colombier NE, NE",NE,,clean,46.9660293,6.8580707
2022-12-21,unbekannt,4.5,106,0,"1955 Chamoson, VS",VS,,clean,46.20323676551899,7.212383412303798
2022-12-21,unbekannt,5.5,143,0,"1907 Saxon, VS",VS,,clean,46.14568773607306,7.175871859715881
2022-12-21,unbekannt,2.5,120,0,"1938 Champex-Lac, VS",VS,,clean,46.0305776,7.1168165
2022-12-21,unbekannt,7.0,124,0,"6945 Origlio, TI",TI,,clean,46.050634214285715,8.945596585714284
2022-12-21,unbekannt,1.5,55,0,"6622 Ronco sopra Ascona, TI",TI,,clean,46.14451433333333,8.72747071111111
2022-12-21,unbekannt,3.5,91,0,"1588 Cudrefin, VD",VD,,clean,46.953419209956714,7.021145452958153
2022-12-21,unbekannt,4.5,161,0,"1588 Cudrefin, VD",VD,,clean,46.953419209956714,7.021145452958153
2022-12-21,unbekannt,3.5,90,0,"Schwyzerstrasse 2, 5430 Wettingen, AG",AG,,clean,47.4611006,8.3174347
2022-12-21,unbekannt,4.5,119,0,"Schwyzerstrasse 2, 5430 Wettingen, AG",AG,,clean,47.4611006,8.3174347
2022-12-21,unbekannt,3.5,110,0,"6900 Massagno, TI",TI,,clean,46.0126998,8.9443667
2022-12-21,unbekannt,4.5,88,0,"3960 Sierre, VS",VS,,clean,46.29183980754392,7.530003431588012
2022-12-21,unbekannt,5.5,149,0,"Hültschern 2, 6204 Sempach, LU",LU,,clean,47.13301195,8.195128423313061
2022-12-21,unbekannt,4.5,122,0,"Hültschern 1, 6204 Sempach, LU",LU,,clean,47.13308575,8.19568065025137
2022-12-21,unbekannt,7.0,200,0,"Hültschern 1, 6204 Sempach, LU",LU,,clean,47.13308575,8.19568065025137
2022-12-21,unbekannt,3.5,106,0,"Hültschern 3, 6204 Sempach, LU",LU,,clean,47.13282275,8.195181596504602
2022-12-21,unbekannt,3.5,187,0,"1950 Sion, VS",VS,,clean,46.230390014467496,7.357020468105118
2022-12-21,unbekannt,4.5,115,0,"1958 Uvrier, VS",VS,,clean,46.2498087,7.4164133
2022-12-21,unbekannt,2.5,62,0,"Dorfstrasse 84, 3661 Uetendorf, BE",BE,,clean,46.7722431,7.5778987
2022-12-21,unbekannt,4.0,130,0,"Route de la Télécabine, 1997 Haute-Nendaz, VS",VS,,clean,46.1803992,7.2947331
2022-12-21,unbekannt,5.5,201,0,"1820 Montreux, VD",VD,,clean,46.4311352006689,6.915873086287625
2022-12-21,unbekannt,1.5,45,0,"1958 Uvrier, VS",VS,,clean,46.2498087,7.4164133
2022-12-21,unbekannt,4.5,183,0,"1950 Sion, VS",VS,,clean,46.230390014467496,7.357020468105118
2022-12-21,unbekannt,4.5,203,0,"1950 Sion, VS",VS,,clean,46.230390014467496,7.357020468105118
2022-12-21,unbekannt,4.5,193,0,"1950 Sion, VS",VS,,clean,46.230390014467496,7.357020468105118
,Wohnungsart,0.0,0,0,Wohnungs_Adresse,se,,,unbekant,unbekannt
2022-12-24,Construction neuve,3.5,92,725000,"Hauptstrasse 23, 8274 Tägerwilen, TG",TG,,,47.65902235,9.125767397274435
2022-12-24,Construction neuve,4.5,175,1580000,"Hauptstrasse 23, 8274 Tägerwilen, TG",TG,,,47.65902235,9.125767397274435
2022-12-24,Construction neuve,3.5,95,680000,"Sankt Gallerstrasse 152, 9320 Arbon, TG",TG,,,unbekant,unbekannt
2022-12-24,Construction neuve,5.5,175,878000,"Druckerstutz 17, 3436 Zollbrück, BE",BE,,,46.975704,7.7445839
2022-12-24,Construction neuve,5.5,175,1690000,"Haldenstrasse 30, 9548 Matzingen, TG",TG,,,47.52650375,8.927410799999995
2022-12-24,Construction neuve,4.5,115,750000,"Hauptstrasse 64, 8269 Fruthwilen, TG",TG,,,47.659552399999995,9.06530687106918
2022-12-24,Construction neuve,5.5,138,1090000,"Hauptstrasse 23, 8274 Tägerwilen, TG",TG,,,47.65902235,9.125767397274435
2022-12-24,Construction neuve,3.5,92,710000,"Hauptstrasse 23, 8274 Tägerwilen, TG",TG,,,47.65902235,9.125767397274435
2022-12-24,Construction neuve,5.5,138,1190000,"Hauptstrasse 23, 8274 Tägerwilen, TG",TG,,,47.65902235,9.125767397274435
2022-12-24,Construction neuve,4.5,120,795000,"Städtchenstrasse 97, 7320 Sargans, SG",SG,,,47.050671550000004,9.431798751394638
2022-12-24,Construction neuve,4.5,92,630000,"Vordergasse 8, 3858 Hofstetten b. Brienz, BE",BE,,,unbekant,unbekannt
2022-12-24,Construction neuve,4.5,92,640000,"Vordergasse 8, 3858 Hofstetten b. Brienz, BE",BE,,,unbekant,unbekannt
2022-12-24,Construction neuve,4.5,92,660000,"Vordergasse 8, 3858 Hofstetten b. Brienz, BE",BE,,,unbekant,unbekannt
2022-12-24,Construction neuve,4.5,149,1068000,"Frutigenstrasse 22, 3700 Spiez, BE",BE,,,46.6834213,7.6645304
2022-12-24,Construction neuve,4.5,140,880000,"Myrtenstrasse 6, 5737 Menziken, AG",AG,,,47.239907,8.1927404
2022-12-24,Construction neuve,4.5,109,820000,"Frutigenstrasse 22, 3700 Spiez, BE",BE,,,46.6834213,7.6645304
2022-12-24,Construction neuve,2.5,78,498000,"Frutigenstrasse 22, 3700 Spiez, BE",BE,,,46.6834213,7.6645304
2022-12-24,Construction neuve,4.5,163,2500000,"Hechtweg 10, 3600 Thun, BE",BE,,,46.729130850000004,7.62867005
2022-12-24,Construction neuve,4.5,164,2650000,"Hechtweg 10, 3600 Thun, BE",BE,,,46.729130850000004,7.62867005
2022-12-24,Construction neuve,4.5,164,2650000,"Hechtweg 10, 3645 Gwatt (Thun), BE",BE,,,46.729130850000004,7.62867005
2022-12-24,Construction neuve,4.5,163,2500000,"Hechtweg 10, 3645 Gwatt (Thun), BE",BE,,,46.729130850000004,7.62867005
2022-12-24,Construction neuve,3.0,0,822000,"Dorfstrasse 56, 3438 Lauperswil, BE",BE,,,46.9752412,7.7439001
2022-12-24,Construction neuve,4.5,103,740000,"Ackernweg 1, 7320 Sargans, SG",SG,,,47.0548196,9.447821
2022-12-24,Construction neuve,5.5,150,890000,"Promenade Iris de Roten 1, 2800 Delémont, JU",JU,,,unbekant,unbekannt
2022-12-24,Neubau,3.5,92,725000,"Hauptstrasse 23, 8274 Tägerwilen, TG",TG,,,47.65902235,9.125767397274435
2022-12-24,Neubau,4.5,175,1580000,"Hauptstrasse 23, 8274 Tägerwilen, TG",TG,,,47.65902235,9.125767397274435
2022-12-24,Neubau,3.5,95,680000,"Sankt Gallerstrasse 152, 9320 Arbon, TG",TG,,,unbekant,unbekannt
2022-12-24,Neubau,5.5,175,878000,"Druckerstutz 17, 3436 Zollbrück, BE",BE,,,46.975704,7.7445839
2022-12-24,Neubau,5.5,175,1690000,"Haldenstrasse 30, 9548 Matzingen, TG",TG,,,47.52650375,8.927410799999995
2022-12-24,Neubau,4.5,115,750000,"Hauptstrasse 64, 8269 Fruthwilen, TG",TG,,,47.659552399999995,9.06530687106918
2022-12-24,Neubau,5.5,138,1090000,"Hauptstrasse 23, 8274 Tägerwilen, TG",TG,,,47.65902235,9.125767397274435
2022-12-24,Neubau,3.5,92,710000,"Hauptstrasse 23, 8274 Tägerwilen, TG",TG,,,47.65902235,9.125767397274435
2022-12-24,Neubau,5.5,138,1190000,"Hauptstrasse 23, 8274 Tägerwilen, TG",TG,,,47.65902235,9.125767397274435
2022-12-24,Neubau,4.5,120,795000,"Städtchenstrasse 97, 7320 Sargans, SG",SG,,,47.050671550000004,9.431798751394638
2022-12-24,Neubau,4.5,92,630000,"Vordergasse 8, 3858 Hofstetten b. Brienz, BE",BE,,,unbekant,unbekannt
2022-12-24,Neubau,4.5,92,640000,"Vordergasse 8, 3858 Hofstetten b. Brienz, BE",BE,,,unbekant,unbekannt
2022-12-24,Neubau,4.5,92,660000,"Vordergasse 8, 3858 Hofstetten b. Brienz, BE",BE,,,unbekant,unbekannt
2022-12-24,Neubau,4.5,149,1068000,"Frutigenstrasse 22, 3700 Spiez, BE",BE,,,46.6834213,7.6645304
2022-12-24,Neubau,4.5,140,880000,"Myrtenstrasse 6, 5737 Menziken, AG",AG,,,47.239907,8.1927404
2022-12-24,Neubau,4.5,109,820000,"Frutigenstrasse 22, 3700 Spiez, BE",BE,,,46.6834213,7.6645304
2022-12-24,Neubau,2.5,78,498000,"Frutigenstrasse 22, 3700 Spiez, BE",BE,,,46.6834213,7.6645304
2022-12-24,Neubau,4.5,163,2500000,"Hechtweg 10, 3600 Thun, BE",BE,,,46.729130850000004,7.62867005
2022-12-24,Neubau,4.5,164,2650000,"Hechtweg 10, 3600 Thun, BE",BE,,,46.729130850000004,7.62867005
2022-12-24,Neubau,4.5,164,2650000,"Hechtweg 10, 3645 Gwatt (Thun), BE",BE,,,46.729130850000004,7.62867005
2022-12-24,Neubau,4.5,163,2500000,"Hechtweg 10, 3645 Gwatt (Thun), BE",BE,,,46.729130850000004,7.62867005
2022-12-24,Neubau,3.0,0,822000,"Dorfstrasse 56, 3438 Lauperswil, BE",BE,,,46.9752412,7.7439001
2022-12-24,Neubau,4.5,103,740000,"Ackernweg 1, 7320 Sargans, SG",SG,,,47.0548196,9.447821
2022-12-24,Neubau,5.5,150,890000,"Promenade Iris de Roten 1, 2800 Delémont, JU",JU,,,unbekant,unbekannt
2022-12-24,Construction neuve,2.5,64,375000,"1921 Martigny-Croix, VS",VS,,,46.0878076,7.0556145
2022-12-24,Construction neuve,2.5,64,385000,"1921 Martigny-Croix, VS",VS,,,46.0878076,7.0556145
2022-12-24,Construction neuve,3.5,111,835000,"Rebgasse 100, 2540 Grenchen, SO",SO,,,47.2022472,7.3983667
2022-12-24,Construction neuve,4.5,123,785000,"Bahnweg 45, 4852 Rothrist, AG",AG,,,47.3074064,7.8867578
2022-12-24,Construction neuve,4.5,112,890000,"Sankt Gallerstrasse 154, 9320 Arbon, TG",TG,,,unbekant,unbekannt
2022-12-24,Construction neuve,6.0,170,890000,"1860 Aigle, VD",VD,,,46.31487446155143,6.961926356323777
2022-12-24,Construction neuve,4.5,108,695000,"Parkstrasse 6, 5036 Oberentfelden, AG",AG,,,47.351961200000005,8.0392198
2022-12-24,Construction neuve,4.5,132,965000,"Rebgasse 102, 2540 Grenchen, SO",SO,,,47.2022472,7.3983667
2022-12-24,Construction neuve,3.5,140,770000,"Viale 1814, 8, 6512 Giubiasco, TI",TI,,,46.175183,9.0099165
2022-12-24,Construction neuve,4.5,128,1130000,"Chemin de Prameiraz 2, 1997 Haute-Nendaz, VS",VS,,,unbekant,unbekannt
2022-12-24,Construction neuve,4.5,116,990000,"Sankt Gallerstrasse 156, 9320 Arbon, TG",TG,,,unbekant,unbekannt
2022-12-24,Construction neuve,3.5,111,665000,"Schönholzerswilerstrasse 1, 9517 Mettlen, TG",TG,,,47.5295739,9.124899578864898
2022-12-24,Construction neuve,4.5,127,750000,"Schönholzerswilerstrasse 1, 9517 Mettlen, TG",TG,,,47.5295739,9.124899578864898
2022-12-24,Construction neuve,5.5,152,1020000,"Schönholzerswilerstrasse 1, 9517 Mettlen, TG",TG,,,47.5295739,9.124899578864898
2022-12-24,Construction neuve,5.5,175,878000,"Druckerstutz 17, 3436 Zollbrück, BE",BE,,,46.975704,7.7445839
2022-12-24,Construction neuve,4.5,110,680000,"Freimettigenstrasse 36, 3672 Oberdiessbach, BE",BE,,,46.843803449999996,7.622595079393733
2022-12-24,Construction neuve,3.5,95,830000,"Rütistrasse 96, 8645 Jona, SG",SG,,,47.2400324,8.8300925
2022-12-24,Construction neuve,3.5,95,840000,"Rütistrasse 100, 8645 Jona, SG",SG,,,47.2400324,8.8300925
2022-12-24,Construction neuve,3.5,95,820000,"Rütistrasse 98, 8645 Jona, SG",SG,,,47.2400324,8.8300925
2022-12-24,Construction neuve,3.5,141,910000,"Propsteiweg 15, 2504 Biel/Bienne, BE",BE,,,47.1485949,7.267401578422154
2022-12-24,Construction neuve,5.5,226,1440000,"Propsteiweg 15, 2504 Biel/Bienne, BE",BE,,,47.1485949,7.267401578422154
2022-12-24,Construction neuve,3.5,89,435000,"2856 Boécourt, JU",JU,,,47.34811044,7.2138281200000005
2022-12-24,Construction neuve,4.5,123,1040000,"Rütiweg 2, 3072 Ostermundigen, BE",BE,,,46.9588264,7.5004636
2022-12-24,Construction neuve,4.5,0,687400,"1907 Saxon, VS",VS,,,46.14568773607306,7.175871859715881
2022-12-24,Neubau,5.5,173,1590000,"3065 Bolligen, BE",BE,,,46.97655306961964,7.499630092296581
2022-12-24,Neubau,2.5,72,645000,"Rhihaldenstrasse 10, 8193 Eglisau, ZH",ZH,,,47.5720387,8.5242113
2022-12-24,Neubau,4.5,113,998000,"Rhihaldenstrasse 10, 8193 Eglisau, ZH",ZH,,,47.5720387,8.5242113
2022-12-24,Neubau,3.5,78,723000,"Rhihaldenstrasse 14, 8193 Eglisau, ZH",ZH,,,47.5720387,8.5242113
2022-12-24,Neubau,3.5,81,748000,"Rhihaldenstrasse 14, 8193 Eglisau, ZH",ZH,,,47.5720387,8.5242113
2022-12-24,Neubau,4.5,112,1023000,"Rhihaldenstrasse 10, 8193 Eglisau, ZH",ZH,,,47.5720387,8.5242113
2022-12-24,Neubau,4.5,112,1023000,"Rhihaldenstrasse 10, 8193 Eglisau, ZH",ZH,,,47.5720387,8.5242113
2022-12-24,Neubau,4.5,116,1170000,"5646 Abtwil AG, AG",AG,,,47.17535292510638,8.355614137446809
2022-12-24,Neubau,4.5,116,990000,"Sankt Gallerstrasse 154, 9320 Arbon, TG",TG,,,unbekant,unbekannt
2022-12-24,Neubau,5.5,180,1360000,"Myrtenstrasse 8, 5737 Menziken, AG",AG,,,47.239907,8.1927404
2022-12-24,Neubau,2.0,109,655000,"Via del Tiglio 18, 6592 S. Antonino, TI",TI,,,46.1562773,8.9787387
2022-12-24,Neubau,4.5,122,756400,"Lätschenstrasse 5b, 9204 Andwil SG, SG",SG,,,47.4392519,9.2689233
2022-12-24,Neubau,4.5,123,890000,"Gartenstrasse, 4242 Laufen, BL",BL,,,47.4224637,7.4881321
2022-12-24,Neubau,4.5,123,905000,"Gartenstrasse, 4242 Laufen, BL",BL,,,47.4224637,7.4881321
2022-12-24,Neubau,4.5,123,925000,"Gartenstrasse, 4242 Laufen, BL",BL,,,47.4224637,7.4881321
2022-12-24,Neubau,3.5,78,383000,"Rue du Frête 4, 2735 Malleray, BE",BE,,,47.2359777,7.2725184
2022-12-24,Neubau,4.5,139,760000,"6652 Tegna, TI",TI,,,46.1865051,8.7431483
2022-12-24,Neubau,3.5,93,1450000,"Amselstrasse 9, 4123 Allschwil, BL",BL,,,47.5526935,7.5578076
2022-12-24,Neubau,3.5,89,425000,"2856 Boécourt, JU",JU,,,47.34811044,7.2138281200000005
2022-12-24,Neubau,4.5,122,736400,"Lätschenstrasse 5C, 9204 Andwil SG, SG",SG,,,47.4392519,9.2689233
2022-12-24,Neubau,4.5,135,1860000,"Chemin de l'Ochettaz 2, 1025 St-Sulpice VD, VD",VD,,,46.510647399999996,6.555334262830458
2022-12-24,Neubau,4.5,110,780000,"1867 Ollon VD, VD",VD,,,46.29198546163955,6.998322894055068
2022-12-24,Neubau,3.5,95,880000,"Rütistrasse 98, 8645 Jona, SG",SG,,,47.2400324,8.8300925
2022-12-24,Neubau,3.5,86,1235000,"Amselstrasse 9, 4123 Allschwil, BL",BL,,,47.5526935,7.5578076
2022-12-24,Neubau,3.5,86,1165000,"Amselstrasse 9, 4123 Allschwil, BL",BL,,,47.5526935,7.5578076
2022-12-24,Neubau,5.5,123,575000,"Longues Royes, 2854 Bassecourt, JU",JU,,,unbekant,unbekannt
2022-12-24,Neubau,2.5,62,310000,"2854 Bassecourt, JU",JU,,,47.33103021230769,7.2308091892307695
2022-12-24,Neubau,4.5,114,795000,"Jungfraustrasse 7, 3613 Steffisburg, BE",BE,,,46.7714965,7.611676839119468
2022-12-24,Neubau,5.5,152,719000,"Waldmattenstrasse 6, 3952 Susten, VS",VS,,,46.3075536,7.6382161
2022-12-24,Neubau,3.5,96,665000,"Lilienweg 7, 3426 Aefligen, BE",BE,,,47.0935874,7.5592195
2022-12-24,Neubau,4.5,102,970000,"1123 Aclens, VD",VD,,,46.56617394,6.51548792
2022-12-24,Neubau,3.5,70,690000,"1123 Aclens, VD",VD,,,46.56617394,6.51548792
2022-12-24,Neubau,3.5,89,890000,"1123 Aclens, VD",VD,,,46.56617394,6.51548792
2022-12-24,Neubau,4.5,89,950000,"1123 Aclens, VD",VD,,,46.56617394,6.51548792
2022-12-24,Neubau,4.5,117,1720000,"1012 Lausanne, VD",VD,,,46.525277494412606,6.654436378510029
2022-12-24,Neubau,4.5,105,515000,"2854 Bassecourt, JU",JU,,,47.33103021230769,7.2308091892307695
2022-12-24,Neubau,3.5,83,420000,"2854 Bassecourt, JU",JU,,,47.33103021230769,7.2308091892307695
2022-12-24,Neubau,4.5,100,495000,"2854 Bassecourt, JU",JU,,,47.33103021230769,7.2308091892307695
2022-12-24,Neubau,3.5,74,380000,"2854 Bassecourt, JU",JU,,,47.33103021230769,7.2308091892307695
2022-12-24,Neubau,3.5,100,875000,"Grudligweg 2, 6020 Emmenbrücke, LU",LU,,,47.080708900000005,8.274503466335542
2022-12-24,Neubau,4.0,128,785000,"Via Riale, 6533 Lumino, TI",TI,,,46.230425,9.0671523
2022-12-24,Neubau,2.5,79,410000,"Via Riale, 6533 Lumino, TI",TI,,,46.230425,9.0671523
2022-12-24,Neubau,2.5,60,383000,"Via Riale, 6533 Lumino, TI",TI,,,46.230425,9.0671523
2022-12-24,Neubau,4.5,0,600000,"Pfistergasse 7, 5734 Reinach AG, AG",AG,,,47.2562046,8.1811439
2022-12-24,Neubauprojekt,3.5,108,730000,"Bahnhofstrasse 4, 3067 Boll, BE",BE,,,46.9536891,7.5474863
2022-12-24,Neubau,3.5,0,0,"1978 Lens, VS",VS,,,46.282354435276964,7.449214595772594
2022-12-24,Neubauprojekt,5.5,150,1040000,"Bahnhofstrasse 4, 3067 Boll, BE",BE,,,46.9536891,7.5474863
2022-12-24,Neubauprojekt,2.5,77,610000,"Bahnhofstrasse 4, 3067 Boll, BE",BE,,,46.9536891,7.5474863
2022-12-24,Neubau,4.5,148,905000,"1854 Leysin, VD",VD,,,46.345075750666666,7.011896409333334
2022-12-24,Neubau,4.5,105,505000,"2854 Bassecourt, JU",JU,,,47.33103021230769,7.2308091892307695
2022-12-24,Neubauprojekt,4.5,111,810000,"Bahnhofstrasse 3, 3067 Boll, BE",BE,,,46.9536891,7.5474863
2022-12-24,Neubau,5.5,126,755000,"1737 Plasselb, FR",FR,,,46.734195630487804,7.251798066341463
2022-12-24,Neubau,5.5,115,715000,"1737 Plasselb, FR",FR,,,46.734195630487804,7.251798066341463
2022-12-24,Neubau,5.5,145,800000,"1737 Plasselb, FR",FR,,,46.734195630487804,7.251798066341463
2022-12-24,Neubau,4.5,213,1090000,"Via Muschnas, 7186 Segnas, GR",GR,,,46.6949372,8.83174
2022-12-24,Neubau,3.5,108,710000,"Via Muschnas, 7186 Segnas, GR",GR,,,46.6949372,8.83174
2022-12-24,Neubau,2.5,115,790000,"Via Muschnas, 7186 Segnas, GR",GR,,,46.6949372,8.83174
2022-12-24,Neubau,3.5,142,910000,"Via Muschnas, 7186 Segnas, GR",GR,,,46.6949372,8.83174
2022-12-24,Neubau,2.5,70,845000,"Avenue de la Vallombreuse 55, 1008 Prilly, VD",VD,,,46.5398377,6.6100868
2022-12-24,Neubau,5.5,181,2290000,"Avenue de la Vallombreuse 55, 1008 Prilly, VD",VD,,,46.5398377,6.6100868
2022-12-24,Neubau,4.5,126,1130000,"Zurzacherstrasse 40, 5200 Brugg AG, AG",AG,,,47.48834895,8.214454879264409
2022-12-24,Neubau,3.5,95,475000,"Route de Courtételle 1, 2843 Châtillon JU, JU",JU,,,47.3293659,7.343309
2022-12-24,Neubau,4.5,102,540000,"Route de Courtételle 1, 2843 Châtillon JU, JU",JU,,,47.3293659,7.343309
2022-12-24,Neubau,4.5,89,535000,"Route de Courtételle 1, 2843 Châtillon JU, JU",JU,,,47.3293659,7.343309
2022-12-24,Neubau,4.0,0,1950000,"Route de Sous-Moulin 6, 1200 Genève, GE",GE,,,46.193173200000004,6.192451833380673
2022-12-24,Neubau,3.0,87,1270000,"Route de Sous-Moulin 6, 1200 Genève, GE",GE,,,46.193173200000004,6.192451833380673
2022-12-24,Neubau,4.0,94,1300000,"Route de Sous-Moulin 6, 1200 Genève, GE",GE,,,46.193173200000004,6.192451833380673
2022-12-24,Neubau,3.5,82,595000,"Jesuitenweg 163, 3900 Brig, VS",VS,,,46.3127546,7.9757681
2022-12-24,Neubau,4.5,102,780000,"Bernstrasse 96, 3363 Oberönz, BE",BE,,,47.18025085,7.69555095
2022-12-24,Neubau,2.5,51,395000,"Bernstrasse 96, 3363 Oberönz, BE",BE,,,47.18025085,7.69555095
2022-12-24,Neubau,4.5,117,1320000,"Talweg 3, 8610 Uster, ZH",ZH,,,47.34535175,8.731927814989195
2022-12-24,Neubau,4.5,121,1390000,"Talweg 3, 8610 Uster, ZH",ZH,,,47.34535175,8.731927814989195
2022-12-24,Neubau,4.5,242,0,"Rière les Lammes, 2825 Courchapoix, JU",JU,,,unbekant,unbekannt
2022-12-24,Neubau,4.5,0,0,"Im Wölfli, 8240 Thayngen, SH",SH,,,47.7478591,8.7174607
2022-12-24,Neubauprojekt,3.5,95,690000,"Bahnhofstrasse 3, 3067 Boll, BE",BE,,,46.9536891,7.5474863
2022-12-24,Neubauprojekt,3.5,100,670000,"Bahnhofstrasse 6, 3067 Boll, BE",BE,,,46.9536891,7.5474863
2022-12-24,Neubau,2.5,55,660000,"Avenue de la Vallombreuse 55, 1008 Prilly, VD",VD,,,46.5398377,6.6100868
2022-12-24,Neubau,4.5,117,1370000,"Avenue de la Vallombreuse 55, 1008 Prilly, VD",VD,,,46.5398377,6.6100868
2022-12-24,Neubau,3.5,94,1222000,"Grampenweg 29, 8180 Bülach, ZH",ZH,,,47.5168349,8.535016696550846
2022-12-24,Neubau,3.5,0,630000,"Bahnhofstrasse, 6105 Schachen LU, LU",LU,,,47.037921,8.143641
2022-12-24,Neubau,4.5,0,790000,"Bahnhofstrasse, 6105 Schachen LU, LU",LU,,,47.037921,8.143641
2022-12-24,Neubau,2.5,0,400000,"Bahnhofstrasse, 6105 Schachen LU, LU",LU,,,47.037921,8.143641
2022-12-24,Neubau,3.5,0,620000,"Via Retica, 6532 Castione, TI",TI,,,46.2260828,9.045933
2022-12-24,Neubau,4.5,194,2300000,"6612 Ascona, TI",TI,,,46.155333166315785,8.769234411578948
2022-12-24,Neubau,3.5,73,417000,"Rue Edouard-Dubied 13, 2108 Couvet, NE",NE,,,46.9279977,6.6350779
2022-12-24,Neubau,3.5,78,419000,"Rue Edouard-Dubied 13, 2108 Couvet, NE",NE,,,46.9279977,6.6350779
2022-12-24,Neubau,3.5,78,419000,"Rue Edouard-Dubied 13, 2108 Couvet, NE",NE,,,46.9279977,6.6350779
2022-12-24,Neubau,4.5,95,504000,"Rue Edouard-Dubied 13, 2108 Couvet, NE",NE,,,46.9279977,6.6350779
2022-12-24,Neubau,2.5,58,356000,"Rue Edouard-Dubied 13, 2108 Couvet, NE",NE,,,46.9279977,6.6350779
2022-12-24,Neubau,2.5,58,356000,"Rue Edouard-Dubied 13, 2108 Couvet, NE",NE,,,46.9279977,6.6350779
2022-12-24,Neubau,2.5,55,339000,"Rue Edouard-Dubied 13, 2108 Couvet, NE",NE,,,46.9279977,6.6350779
2022-12-24,Neubau,5.5,122,735000,"Rue Edouard-Dubied 13, 2108 Couvet, NE",NE,,,46.9279977,6.6350779
2022-12-24,Neubau,4.5,95,504000,"Rue Edouard-Dubied 13, 2108 Couvet, NE",NE,,,46.9279977,6.6350779
2022-12-24,Neubau,3.5,82,458000,"Rue Edouard-Dubied 13, 2108 Couvet, NE",NE,,,46.9279977,6.6350779
2022-12-24,Neubau,4.5,156,2700000,"Schafmattweg 104, 4102 Binningen, BL",BL,,,47.529249050000004,7.569933272233008
2022-12-24,Neubau,3.5,113,1550000,"Schafmattweg 104, 4102 Binningen, BL",BL,,,47.529249050000004,7.569933272233008
2022-12-24,New building,3.5,118,1500000,"Schafmattweg 104, 4102 Binningen, BL",BL,,,47.529249050000004,7.569933272233008
2022-12-24,New building,3.5,122,1450000,"Schafmattweg 104, 4102 Binningen, BL",BL,,,47.529249050000004,7.569933272233008
2022-12-24,New building,4.5,158,1980000,"Schafmattweg 104, 4102 Binningen, BL",BL,,,47.529249050000004,7.569933272233008
2022-12-24,New building,4.5,134,1790000,"Schafmattweg 104, 4102 Binningen, BL",BL,,,47.529249050000004,7.569933272233008
2022-12-24,New building,2.5,0,727000,"Dorfstrasse 56, 3438 Lauperswil, BE",BE,,,46.9752412,7.7439001
2022-12-24,New building,5.0,0,820000,"Dorfstrasse 56, 3438 Lauperswil, BE",BE,,,46.9752412,7.7439001
2022-12-24,New building,5.5,157,1080000,"Eichenweg 2, 4600 Olten, SO",SO,,,47.3419958,7.9051369000000005
2022-12-24,New building project,4.5,143,920000,"Bahnhofstrasse 6, 3067 Boll, BE",BE,,,46.9536891,7.5474863
2022-12-24,New building,3.5,108,798000,"Via Muraccio, 6987 Caslano, TI",TI,,,45.9775629,8.8765106
2022-12-24,New building,4.5,110,900000,"Rosenaustrasse 48, 6032 Emmen, LU",LU,,,47.0755855,8.2879832
2022-12-24,New building,8.0,487,5600000,"1095 Lutry, VD",VD,,,46.50719154447495,6.68896725978037
