Datum,Wohnungsart,Zimmeranzahl,Wohnungsgrösse_m2,Verkaufspreis,Wohnungs_Adresse,Kanton,Latitude/Longitude,clean
2022-12-21,unbekannt,4.5,123,895000,"Benziwilstrasse 2, 6020 Emmenbrücke, LU",LU,"(47.08685185, 8.2761398975)",clean
2022-12-21,unbekannt,6.0,132,695000,"Brüggmatteweg 1A, 3714 Frutigen, BE",BE,"(46.5835737, 7.656915279452055)",clean
2022-12-21,unbekannt,4.5,170,1950000,"Via Orselina 4, 6600 Muralto, TI",TI,"(46.1774723, 8.8058361)",clean
2022-12-21,unbekannt,7.5,220,1495000,"Chemin des Crêtes 41, 1997 Haute-Nendaz, VS",VS,"(46.1832614, 7.2906602)",clean
2022-12-21,unbekannt,4.5,123,1060000,"Sonnenrain 6, 6207 Nottwil, LU",LU,"(47.1376856, 8.12909843613769)",clean
2022-12-21,unbekannt,4.5,120,730000,"Ringstrasse 1, 5413 Birmenstorf AG, AG",AG,"(47.4596762, 8.2547085)",clean
2022-12-21,unbekannt,5.5,153,669000,"3930 Visp, VS",VS,"(46.29466820860215, 7.882711887096774)",clean
2022-12-21,unbekannt,8.0,234,2750000,"Via Bertaro Lambertenghi 2, 6900 Lugano, TI",TI,"(46.0087105, 8.9575497)",clean
2022-12-21,unbekannt,3.5,83,480000,"Seevorstadt 44, 2502 Biel/Bienne, BE",BE,"(47.1397537, 7.2428862)",clean
2022-12-21,unbekannt,4.5,153,980000,"Rue des Peupliers 16, 1400 Yverdon-les-Bains, VD",VD,"(46.7867229, 6.636038031098708)",clean
2022-12-21,unbekannt,5.0,160,1250000,"Via al Nido 7, 6900 Lugano, TI",TI,"(46.0067108, 8.9426749)",clean
2022-12-21,unbekannt,5.0,160,1250000,"Via al Nido 7, 6900 Lugano, TI",TI,"(46.0067108, 8.9426749)",clean
2022-12-21,unbekannt,4.5,127,500000,"Route du Coin-du-Cârro 23, 3972 Miège, VS",VS,"(None, None)",clean
2022-12-21,Neubau,4.5,92,630000,"Vordergasse 8, 3858 Hofstetten b. Brienz, BE",BE,"(None, None)",clean
2022-12-21,Neubau,3.5,78,570000,"Vordergasse 6, 3858 Hofstetten b. Brienz, BE",BE,"(None, None)",clean
2022-12-21,Neubau,3.5,78,575000,"Vordergasse 6, 3858 Hofstetten b. Brienz, BE",BE,"(None, None)",clean
2022-12-21,New building,3.5,78,585000,"Vordergasse 6, 3858 Hofstetten b. Brienz, BE",BE,"(None, None)",clean
2022-12-21,New building,4.5,92,640000,"Vordergasse 8, 3858 Hofstetten b. Brienz, BE",BE,"(None, None)",clean
2022-12-21,unbekannt,4.5,164,890000,"Rebhaldenstrasse 26, 8596 Scherzingen, TG",TG,"(47.633499900000004, 9.222942000000003)",clean
2022-12-21,unbekannt,4.5,124,677000,"Eichhölzlistrasse 56, 8192 Glattfelden, ZH",ZH,"(47.5554852, 8.5065999)",clean
2022-12-21,unbekannt,8.0,185,280000,"1996 Basse-Nendaz, VS",VS,"(46.1925677, 7.3120754)",clean
2022-12-21,unbekannt,3.5,100,775000,"Via Alfredo Pioda 56, 6600 Solduno, TI",TI,"(None, None)",clean
2022-12-21,unbekannt,4.5,123,645000,"Schulstrasse 3B, 3296 Arch, BE",BE,"(47.1654583, 7.42865795)",clean
2022-12-21,unbekannt,7.5,240,1430000,"Fägswilerstrasse 59B, 8630 Rüti ZH, ZH",ZH,"(47.2668766, 8.87218137379386)",clean
2022-12-21,unbekannt,5.5,156,895000,"6060 Sarnen, OW",OW,"(46.89627590433131, 8.245291608890579)",clean
2022-12-21,unbekannt,3.5,99,790000,"Via Marco da Carona 9, 6900 Lugano, TI",TI,"(46.0126146, 8.9584622)",clean
2022-12-21,unbekannt,2.5,63,1041000,"6816 Bissone, TI",TI,"(45.9512256, 8.96516568)",clean
2022-12-21,unbekannt,3.5,113,1790000,"6816 Bissone, TI",TI,"(45.9512256, 8.96516568)",clean
2022-12-21,New building,3.5,92,725000,"Hauptstrasse 23, 8274 Tägerwilen, TG",TG,"(47.65902235, 9.125767397274435)",clean
2022-12-21,unbekannt,2.5,59,450000,"Heinestrasse 26, 9008 St. Gallen, SG",SG,"(47.43449415, 9.383654408284945)",clean
2022-12-21,New building,5.5,138,1090000,"Hauptstrasse 23, 8274 Tägerwilen, TG",TG,"(47.65902235, 9.125767397274435)",clean
2022-12-21,New building,3.5,92,710000,"Hauptstrasse 23, 8274 Tägerwilen, TG",TG,"(47.65902235, 9.125767397274435)",clean
2022-12-21,New building,5.5,138,1190000,"Hauptstrasse 23, 8274 Tägerwilen, TG",TG,"(47.65902235, 9.125767397274435)",clean
2022-12-21,New building,4.5,175,1580000,"Hauptstrasse 23, 8274 Tägerwilen, TG",TG,"(47.65902235, 9.125767397274435)",clean
2022-12-21,unbekannt,5.5,154,683000,"1920 Martigny, VS",VS,"(46.10201942937245, 7.075074532640179)",clean
2022-12-21,unbekannt,6.0,188,650000,"1920 Martigny, VS",VS,"(46.10201942937245, 7.075074532640179)",clean
2022-12-21,unbekannt,4.5,125,795000,"Weekendweg 28c, 3646 Einigen, BE",BE,"(None, None)",clean
2022-12-21,unbekannt,5.5,164,1225000,"Hangstrasse 8, 7562 Samnaun-Compatsch, GR",GR,"(46.9592414, 10.3990943)",clean
2022-12-21,unbekannt,4.5,98,780000,"Sardonastrasse 5, 7000 Chur, GR",GR,"(46.861865949999995, 9.516345843788514)",clean
2022-12-21,unbekannt,1.0,25,250000,"Hangstrasse 8, 7562 Samnaun-Compatsch, GR",GR,"(46.9592414, 10.3990943)",clean
2022-12-21,unbekannt,3.5,65,640000,"Hangstrasse 8, 7562 Samnaun-Compatsch, GR",GR,"(46.9592414, 10.3990943)",clean
2022-12-21,unbekannt,4.5,159,1260000,"Scheidweg 12, 8472 Seuzach, ZH",ZH,"(47.53111815, 8.730356525131203)",clean
2022-12-21,Neubau,4.5,109,730000,"Dorfstrasse 23, 3673 Linden, BE",BE,"(46.8469379, 7.6771307773316515)",clean
2022-12-21,Neubau,2.5,61,405000,"Dorfstrasse 23, 3673 Linden, BE",BE,"(46.8469379, 7.6771307773316515)",clean
2022-12-21,unbekannt,4.5,125,1265000,"Meierhofstrasse 15, 5400 Baden, AG",AG,"(47.46875025, 8.293878369018119)",clean
2022-12-21,unbekannt,3.5,100,920000,"Via Eco 33, 6644 Orselina, TI",TI,"(46.17921375, 8.796086065965753)",clean
2022-12-21,unbekannt,3.5,100,860000,"Via Alfredo Pioda 56, 6600 Solduno, TI",TI,"(None, None)",clean
2022-12-21,unbekannt,6.5,125,850000,"Via delle Corporazioni 5, 6600 Locarno, TI",TI,"(46.1697233, 8.7928825)",clean
2022-12-21,unbekannt,4.5,120,890000,"Via Angelo Nessi 26, 6600 Locarno, TI",TI,"(46.1630058, 8.7923186)",clean
2022-12-21,unbekannt,5.5,180,650000,"Via Valle Maggia 57, 6600 Solduno, TI",TI,"(None, None)",clean
2022-12-21,unbekannt,5.5,187,890000,"Via Vallemaggia 151, 6600 Solduno, TI",TI,"(46.17574595, 8.764694718345151)",clean
2022-12-21,unbekannt,4.5,115,990000,"Via del Sole 20, 6900 Lugano, TI",TI,"(46.0177869, 8.9654388)",clean
2022-12-21,Neubau,4.5,120,795000,"Städtchenstrasse 97, 7320 Sargans, SG",SG,"(47.050671550000004, 9.431798751394638)",clean
2022-12-21,unbekannt,6.5,146,895000,"Etzelstrasse 38, 8635 Dürnten, ZH",ZH,"(47.2762258, 8.8409925)",clean
2022-12-21,unbekannt,4.5,127,695000,"Hägendorfstrasse 3, 4616 Kappel SO, SO",SO,"(47.3249935, 7.84481961700396)",clean
2022-12-21,unbekannt,4.5,120,1330000,"Seebüelstrasse 7, 8185 Winkel, ZH",ZH,"(47.4925321, 8.5496807)",clean
2022-12-21,unbekannt,5.5,110,590000,"Oberer Quai 104, 2503 Biel/Bienne, BE",BE,"(47.1401732, 7.254510124866874)",clean
2022-12-21,unbekannt,6.0,161,770000,"Scheunerweg 30, 3063 Ittigen, BE",BE,"(46.97151195, 7.475892144730766)",clean
2022-12-21,unbekannt,2.5,40,360000,"3906 Saas-Fee, VS",VS,"(46.10923404146342, 7.928356719512195)",clean
2022-12-21,unbekannt,3.5,51,435000,"3906 Saas-Fee, VS",VS,"(46.10923404146342, 7.928356719512195)",clean
2022-12-21,unbekannt,5.5,150,1290000,"Intre-Chè 1, Le Mouret, 1700 Fribourg, FR",FR,"(46.748181, 7.1805461)",clean
2022-12-21,unbekannt,3.5,75,560000,"Bahnhofstrasse 10, 3661 Uetendorf, BE",BE,"(46.77446375, 7.57370370092354)",clean
2022-12-21,unbekannt,4.5,115,798000,"1997 Haute-Nendaz, VS",VS,"(46.1839428, 7.2953573)",clean
2022-12-21,Neubau,3.5,78,565000,"Vordergasse 6, 3858 Hofstetten b. Brienz, BE",BE,"(None, None)",clean
2022-12-21,unbekannt,3.5,108,1250000,"1997 Haute-Nendaz, VS",VS,"(46.1839428, 7.2953573)",clean
2022-12-21,unbekannt,4.5,171,1885000,"Via Remorino 16, 6648 Minusio, TI",TI,"(46.1753806, 8.8205469)",clean
2022-12-21,unbekannt,4.5,110,1260000,"3960 Sierre, VS",VS,"(46.29183980754392, 7.530003431588012)",clean
2022-12-21,unbekannt,4.0,87,525000,"1997 Haute-Nendaz, VS",VS,"(46.1839428, 7.2953573)",clean
2022-12-21,unbekannt,2.5,55,450000,"Via delle Scuole 13, 6900 Paradiso, TI",TI,"(45.9905379, 8.9465875)",clean
2022-12-21,unbekannt,4.5,134,950000,"6422 Steinen, SZ",SZ,"(47.0492722, 8.6101515)",clean
2022-12-21,unbekannt,5.5,210,1730000,"Via dei Ronchi 9, 6900 Lugano, TI",TI,"(46.0160566, 8.954049482615082)",clean
2022-12-21,unbekannt,5.5,180,2702000,"6816 Bissone, TI",TI,"(45.9512256, 8.96516568)",clean
2022-12-21,unbekannt,5.5,132,695000,"6422 Steinen, SZ",SZ,"(47.0492722, 8.6101515)",clean
2022-12-21,unbekannt,3.5,260,4500000,"Via Privata Maraini 2a, 6942 Savosa, TI",TI,"(46.0180939, 8.9514604)",clean
2022-12-21,unbekannt,4.5,121,880000,"Martisackerweg 29, 4203 Grellingen, BL",BL,"(None, None)",clean
2022-12-21,unbekannt,3.5,100,754000,"Ostenbergstrasse, 4410 Liestal, BL",BL,"(47.4909808, 7.7143685)",clean
2022-12-21,unbekannt,2.5,155,398000,"1904 Vernayaz, VS",VS,"(46.1365416, 7.0393423)",clean
2022-12-21,unbekannt,5.5,290,850000,"1904 Vernayaz, VS",VS,"(46.1365416, 7.0393423)",clean
2022-12-21,unbekannt,3.5,83,510000,"1964 Conthey, VS",VS,"(46.22599942792793, 7.30403071081081)",clean
2022-12-21,unbekannt,10.0,280,5190000,"1206 Genève, GE",GE,"(46.1913490898305, 6.155401546327683)",clean
2022-12-21,unbekannt,3.5,107,1550000,"1260 Nyon, VD",VD,"(46.385256514789916, 6.230965553697478)",clean
2022-12-21,unbekannt,5.5,148,1360000,"Neugrubenstrasse 25, 9500 Wil SG, SG",SG,"(47.475506499999995, 9.052687793784624)",clean
2022-12-21,unbekannt,3.5,83,345000,"3960 Sierre, VS",VS,"(46.29183980754392, 7.530003431588012)",clean
2022-12-21,unbekannt,2.5,72,290000,"Marktstrasse 6, 9244 Niederuzwil, SG",SG,"(47.446269099999995, 9.143130955171712)",clean
2022-12-21,unbekannt,1.5,30,170000,"Seestrasse 52, 9326 Horn, TG",TG,"(47.4975412, 9.4540479)",clean
2022-12-21,unbekannt,4.5,108,1790000,"Quadrellas 60, 7503 Samedan, GR",GR,"(46.5380284, 9.8712773)",clean
2022-12-21,unbekannt,5.0,160,2195000,"1202 Genève, GE",GE,"(46.21641032378049, 6.143311406402439)",clean
2022-12-21,unbekannt,4.5,99,680000,"Via Truscio 5, 6616 Losone, TI",TI,"(46.1663979, 8.768019)",clean
2022-12-21,unbekannt,4.5,160,1990000,"Vicolo Motto di Lena 2, 6648 Minusio, TI",TI,"(46.1771526, 8.8082488)",clean
2022-12-21,unbekannt,5.5,131,1240000,"Binzhofstrasse 89, 8404 Winterthur, ZH",ZH,"(47.51920015, 8.75153845)",clean
2022-12-21,unbekannt,3.5,80,455000,"Hauentalstrasse 169, 8200 Schaffhausen, SH",SH,"(47.71692635, 8.61957585)",clean
2022-12-21,unbekannt,5.0,115,470000,"Römerstrasse 21, 4512 Bellach, SO",SO,"(47.2131898, 7.5078613)",clean
2022-12-21,unbekannt,4.5,100,495000,"1950 Sion, VS",VS,"(46.230390014467496, 7.357020468105118)",clean
2022-12-21,unbekannt,4.5,121,860000,"Jägerweg 93, 3627 Heimberg, BE",BE,"(46.7778498, 7.605933439942871)",clean
2022-12-21,unbekannt,4.5,164,890000,"Rebhaldenstrasse 26, 8596 Scherzingen, TG",TG,"(47.633499900000004, 9.222942000000003)",clean
2022-12-21,unbekannt,3.5,136,830000,"Solothurnstrasse 49, 3322 Urtenen-Schönbühl, BE",BE,"(47.026988, 7.501047690297445)",clean
2022-12-21,Neubau,4.5,163,2500000,"Hechtweg 10, 3600 Thun, BE",BE,"(46.729130850000004, 7.62867005)",clean
2022-12-21,Neubau,4.5,164,2650000,"Hechtweg 10, 3600 Thun, BE",BE,"(46.729130850000004, 7.62867005)",clean
2022-12-21,unbekannt,1.5,80,495000,"Wasgenring 94, 4055 Basel, BS",BS,"(47.5599517, 7.5643498)",clean
2022-12-21,unbekannt,5.5,122,650000,"Neumattweg 24, 4537 Wiedlisbach, BE",BE,"(47.24960565, 7.649087175135201)",clean
2022-12-21,Neubau,4.5,131,1325000,"Hauptstrasse 23, 8274 Tägerwilen, TG",TG,"(47.65902235, 9.125767397274435)",clean
2022-12-21,Neubau,3.5,119,990000,"Hauptstrasse 23, 8274 Tägerwilen, TG",TG,"(47.65902235, 9.125767397274435)",clean
2022-12-21,Neubau,4.5,131,1155000,"Hauptstrasse 23, 8274 Tägerwilen, TG",TG,"(47.65902235, 9.125767397274435)",clean
2022-12-21,Neubau,4.5,188,1980000,"Hauptstrasse 23, 8274 Tägerwilen, TG",TG,"(47.65902235, 9.125767397274435)",clean
2022-12-21,Neubau,3.5,119,1090000,"Hauptstrasse 23, 8274 Tägerwilen, TG",TG,"(47.65902235, 9.125767397274435)",clean
2022-12-21,unbekannt,7.0,196,1997000,"Lerchenstrasse 2, 4059 Basel, BS",BS,"(47.5395779, 7.587995)",clean
2022-12-21,unbekannt,4.5,134,935000,"Unterer Kanalweg 11, 3252 Worben, BE",BE,"(47.105376050000004, 7.2930322548289475)",clean
2022-12-21,unbekannt,4.5,116,750000,"Julia Gauss-Strasse 15, 4056 Basel, BS",BS,"(47.5672264, 7.5649406)",clean
2022-12-21,unbekannt,4.5,105,790000,"Hauptstrasse 50, 4302 Augst BL, BL",BL,"(47.5351041, 7.719027)",clean
2022-12-21,unbekannt,4.5,177,1590000,"Wangenstrasse 2e, 8604 Volketswil, ZH",ZH,"(47.4072555, 8.681116849999999)",clean
2022-12-21,unbekannt,3.5,83,395000,"Untere Hardmatten 10, 4653 Obergösgen, SO",SO,"(47.36189775, 7.946962814527272)",clean
2022-12-21,unbekannt,3.5,98,565000,"Vorderer Schermen 4, 3063 Ittigen, BE",BE,"(46.97359495, 7.47678851705151)",clean
2022-12-21,unbekannt,2.5,66,580000,"Via Stazione 14, 6900 Lugano, TI",TI,"(46.0399507, 8.9324117)",clean
2022-12-21,unbekannt,5.5,147,995000,"Hofmannstrasse 24, 8405 Winterthur, ZH",ZH,"(47.48266085, 8.758513350000001)",clean
2022-12-21,unbekannt,3.5,95,668000,"Unterdorfstrasse 9, 5607 Hägglingen, AG",AG,"(47.3891821, 8.2508276)",clean
2022-12-21,unbekannt,4.5,116,778000,"Unterdorfstrasse 9, 5607 Hägglingen, AG",AG,"(47.3891821, 8.2508276)",clean
2022-12-21,unbekannt,5.5,154,1080000,"Wiesentalstrasse 26A, 8355 Aadorf, TG",TG,"(47.49192755, 8.900451725956199)",clean
2022-12-21,unbekannt,5.5,123,965000,"Avenue Reller 32, 1804 Corsier-sur-Vevey, VD",VD,"(46.467935, 6.838429)",clean
2022-12-21,unbekannt,1.5,34,190000,"3930 Visp, VS",VS,"(46.29466820860215, 7.882711887096774)",clean
2022-12-21,Neubau,4.5,92,660000,"Vordergasse 8, 3858 Hofstetten b. Brienz, BE",BE,"(None, None)",clean
2022-12-21,unbekannt,3.5,92,825000,"Via Val Magin 1, 6900 Lugano, TI",TI,"(46.0477402, 8.9859197)",clean
2022-12-21,unbekannt,4.5,115,600000,"Dorfstrasse 46, 3624 Goldiwil (Thun), BE",BE,"(46.7631407, 7.664373040654344)",clean
2022-12-21,unbekannt,3.5,93,615000,"Föhrenweg 4, 5606 Dintikon, AG",AG,"(47.364971, 8.2310663)",clean
2022-12-21,unbekannt,3.5,120,1000000,"Via alle Vigne 31, 6600 Locarno, TI",TI,"(46.1710997, 8.7756173)",clean
2022-12-21,Neubau,4.5,164,2650000,"Hechtweg 10, 3645 Gwatt (Thun), BE",BE,"(46.729130850000004, 7.62867005)",clean
2022-12-21,Neubau,4.5,163,2500000,"Hechtweg 10, 3645 Gwatt (Thun), BE",BE,"(46.729130850000004, 7.62867005)",clean
2022-12-21,unbekannt,2.5,116,490000,"Grand Champsec, 1950 Sion, VS",VS,"(46.2327569, 7.3880711)",clean
2022-12-21,unbekannt,3.5,111,779000,"Benkenstrasse 22, 4153 Reinach BL, BL",BL,"(47.4932422, 7.5800944)",clean
2022-12-21,unbekannt,6.5,158,1139000,"Benkenstrasse 22, 4153 Reinach BL, BL",BL,"(47.4932422, 7.5800944)",clean
2022-12-21,unbekannt,6.5,158,1080000,"Benkenstrasse 22, 4153 Reinach BL, BL",BL,"(47.4932422, 7.5800944)",clean
2022-12-21,unbekannt,8.5,268,3785000,"Gäuggeliweg 31, 7250 Klosters, GR",GR,"(46.8782703, 9.8785925)",clean
2022-12-21,unbekannt,4.5,90,495000,"1993 Veysonnaz, VS",VS,"(46.1955082, 7.3363267)",clean
2022-12-21,unbekannt,4.5,127,1020000,"Via Giovanni Nizzola 10, 6500 Bellinzona, TI",TI,"(46.1890075, 9.0203435)",clean
2022-12-21,unbekannt,4.5,122,680000,"L'Ere di Canòvo 3, 6702 Claro, TI",TI,"(46.2542484, 9.0207159)",clean
2022-12-21,unbekannt,3.5,110,1550000,"Lungolago Giuseppe Motta 2, 6815 Melide, TI",TI,"(45.9520787, 8.9448982)",clean
2022-12-21,unbekannt,4.5,121,940000,"Martisackerweg 29, 4203 Grellingen, BL",BL,"(None, None)",clean
2022-12-21,unbekannt,3.5,112,920000,"Martisackerweg 29, 4203 Grellingen, BL",BL,"(None, None)",clean
2022-12-21,unbekannt,4.5,97,345000,"1890 St-Maurice, VS",VS,"(39.87287, -75.096629)",clean
2022-12-21,Neubau,3.5,86,910000,"1987 Hérémence, VS",VS,"(46.162748057509994, 7.395490420788121)",clean
2022-12-21,unbekannt,8.5,0,2560000,"Alpenstrasse 2, 3800 Interlaken, BE",BE,"(46.68406735, 7.858073929829546)",clean
2022-12-21,unbekannt,4.5,162,910000,"1926 Fully, VS",VS,"(46.14029517131757, 7.11767097483108)",clean
2022-12-21,unbekannt,3.5,88,380000,"1907 Saxon, VS",VS,"(46.14568773607306, 7.175871859715881)",clean
2022-12-21,unbekannt,3.5,88,380000,"1907 Saxon, VS",VS,"(46.14568773607306, 7.175871859715881)",clean
2022-12-21,unbekannt,3.5,128,519000,"1971 Champlan (Grimisuat), VS",VS,"(46.2472252, 7.3723833)",clean
2022-12-21,unbekannt,3.5,88,370000,"1907 Saxon, VS",VS,"(46.14568773607306, 7.175871859715881)",clean
2022-12-21,unbekannt,1.5,40,178000,"1957 Ardon, VS",VS,"(46.20931061673077, 7.259775590384616)",clean
2022-12-21,unbekannt,3.5,74,460000,"1971 Champlan (Grimisuat), VS",VS,"(46.2472252, 7.3723833)",clean
2022-12-21,unbekannt,5.5,143,580000,"1907 Saxon, VS",VS,"(46.14568773607306, 7.175871859715881)",clean
2022-12-21,unbekannt,1.5,39,203000,"1958 Uvrier, VS",VS,"(46.2498087, 7.4164133)",clean
2022-12-21,unbekannt,4.5,120,630000,"Mühleweg 16, 2543 Lengnau BE, BE",BE,"(47.1822333, 7.363880849999999)",clean
2022-12-21,Neubau,4.5,175,1390000,"Aeulistrasse 25, 7310 Bad Ragaz, SG",SG,"(47.012222, 9.507064)",clean
2022-12-21,unbekannt,4.5,0,1740000,"Blumensteinstrasse 17, 3012 Bern, BE",BE,"(46.9552749, 7.4263252)",clean
2022-12-21,unbekannt,2.0,58,850000,"10 Rue du Centre Sportif, 1936 Verbier, VS",VS,"(46.097714, 7.2242466)",clean
2022-12-21,unbekannt,4.5,124,995000,"1400 Yverdon-les-Bains, VD",VD,"(46.77837508881694, 6.643168887148194)",clean
2022-12-21,unbekannt,3.5,126,1490000,"Via al Lido 17, 6817 Maroggia, TI",TI,"(45.9339018, 8.9700259)",clean
2022-12-21,unbekannt,4.5,0,1390000,"1920 Martigny, VS",VS,"(46.10201942937245, 7.075074532640179)",clean
2022-12-21,unbekannt,3.5,77,395000,"Rue des Fontaines 1, 1058 Villars-Tiercelin, VD",VD,"(46.62597995, 6.703239700000002)",clean
2022-12-21,unbekannt,4.5,133,695000,"Bürenstrasse 17, 3298 Oberwil b. Büren, BE",BE,"(None, None)",clean
2022-12-21,unbekannt,4.5,110,520000,"Route de Nendaz 153, 1950 Sion, VS",VS,"(46.2201699, 7.3676926)",clean
2022-12-21,unbekannt,4.5,90,497500,"Brüggmatteweg 1A, 3714 Frutigen, BE",BE,"(46.5835737, 7.656915279452055)",clean
2022-12-21,unbekannt,2.5,42,197500,"Brüggmatteweg 1A, 3714 Frutigen, BE",BE,"(46.5835737, 7.656915279452055)",clean
2022-12-21,unbekannt,4.5,123,990000,"1950 Sion, VS",VS,"(46.230390014467496, 7.357020468105118)",clean
2022-12-21,unbekannt,5.5,224,1449000,"1950 Sion, VS",VS,"(46.230390014467496, 7.357020468105118)",clean
2022-12-21,unbekannt,4.5,131,2880000,"Pfannenstielstrasse 128, 8706 Meilen, ZH",ZH,"(47.27104985, 8.654909941823252)",clean
2022-12-21,unbekannt,3.5,103,2100000,"Pfannenstielstrasse 128, 8706 Meilen, ZH",ZH,"(47.27104985, 8.654909941823252)",clean
2022-12-21,unbekannt,4.5,142,2920000,"Pfannenstielstrasse 128, 8706 Meilen, ZH",ZH,"(47.27104985, 8.654909941823252)",clean
2022-12-21,unbekannt,3.0,78,640000,"Chemin des Crêtes 44, 1997 Haute-Nendaz, VS",VS,"(46.184218, 7.2913851)",clean
2022-12-21,unbekannt,4.5,148,1745000,"Dammstrasse 4, 8180 Bülach, ZH",ZH,"(47.5219161, 8.540309378174387)",clean
2022-12-21,unbekannt,4.5,122,670000,"Stettemerstrasse 50, 8207 Schaffhausen, SH",SH,"(47.7231015, 8.656224937355368)",clean
2022-12-21,unbekannt,5.5,247,2600000,"6816 Bissone, TI",TI,"(45.9512256, 8.96516568)",clean
2022-12-21,unbekannt,3.5,155,652000,"1907 Saxon, VS",VS,"(46.14568773607306, 7.175871859715881)",clean
2022-12-21,unbekannt,4.0,93,790000,"1630 Bulle, FR",FR,"(46.6190401035117, 7.055492788795987)",clean
2022-12-21,unbekannt,2.5,65,370000,"Gygerweg 11, 3700 Spiez, BE",BE,"(46.68507665, 7.663774518402777)",clean
2022-12-21,Neubau,4.5,149,1068000,"Frutigenstrasse 22, 3700 Spiez, BE",BE,"(46.6834213, 7.6645304)",clean
2022-12-21,unbekannt,4.5,138,865000,"Bachstrasse 83, 5436 Würenlos, AG",AG,"(47.4478896, 8.3707845)",clean
2022-12-21,unbekannt,2.5,61,350000,"Talackerstrasse 5B, 3604 Thun, BE",BE,"(46.7461392, 7.625274664008321)",clean
2022-12-21,unbekannt,4.5,113,750000,"Hauptstrasse 43, 3800 Unterseen, BE",BE,"(46.684887, 7.8498808)",clean
2022-12-21,unbekannt,3.5,102,622750,"3960 Sierre, VS",VS,"(46.29183980754392, 7.530003431588012)",clean
2022-12-21,unbekannt,4.5,114,970000,"Im See 10, 8187 Weiach, ZH",ZH,"(47.56293275, 8.424833996694154)",clean
2022-12-21,unbekannt,4.5,139,995000,"Florahof 14, 8353 Elgg, ZH",ZH,"(47.4951095, 8.864383400513248)",clean
2022-12-21,unbekannt,4.5,109,1095000,"Maulbeerstrasse 12, 4058 Basel, BS",BS,"(47.5666559, 7.5997577)",clean
2022-12-21,unbekannt,3.5,90,700000,"Via Canonico Ghiringhelli, 6500 Bellinzona, TI",TI,"(46.1895009, 9.0183769)",clean
2022-12-21,unbekannt,3.5,80,620000,"1911 Ovronnaz, VS",VS,"(46.1989846, 7.1723377)",clean
2022-12-21,unbekannt,4.5,0,590000,"Neuenburgerstrasse 4, 5004 Aarau, AG",AG,"(47.3990802, 8.061951)",clean
2022-12-21,unbekannt,2.0,61,767000,"6648 Minusio, TI",TI,"(46.178578073809526, 8.826198778571428)",clean
2022-12-21,unbekannt,3.5,50,198000,"Finnu, 3939 Eggerberg, VS",VS,"(46.3139498, 7.8959419)",clean
2022-12-21,Neubau,3.5,106,850000,"Via Franco Zorzi 4, 6900 Paradiso, TI",TI,"(45.9913457, 8.9433785)",clean
2022-12-21,unbekannt,3.0,87,1100000,"Rossweidstrasse 1, 7270 Davos Platz, GR",GR,"(46.8028705, 9.830301645340619)",clean
2022-12-21,Neubau,3.5,106,850000,"Via Franco Zorzi 4, 6900 Paradiso, TI",TI,"(45.9913457, 8.9433785)",clean
2022-12-21,unbekannt,3.5,88,990000,"Bleicherweg 21, 4102 Binningen, BL",BL,"(47.5407848, 7.566545331164695)",clean
2022-12-21,unbekannt,3.5,75,735000,"Schulstrasse 22, 4127 Birsfelden, BL",BL,"(47.5541414, 7.6243812)",clean
2022-12-21,unbekannt,4.5,144,820000,"Laurenz-Custer-Strasse 2, 9424 Rheineck, SG",SG,"(47.4699421, 9.576351569918145)",clean
2022-12-21,unbekannt,5.5,103,680000,"Stationsstrasse 54, 3626 Hünibach, BE",BE,"(46.747685000000004, 7.64823609281609)",clean
2022-12-21,unbekannt,4.5,102,690000,"Stationsstrasse 54, 3626 Hünibach, BE",BE,"(46.747685000000004, 7.64823609281609)",clean
2022-12-21,unbekannt,4.5,135,1195000,"3904 Naters, VS",VS,"(46.323376704761905, 7.987284695238095)",clean
2022-12-21,unbekannt,4.5,124,620000,"Hauptstrasse 48a, 2554 Meinisberg, BE",BE,"(47.1585868, 7.3472251)",clean
2022-12-21,unbekannt,5.5,140,998000,"3902 Glis, VS",VS,"(46.31065342993631, 7.980086503821656)",clean
2022-12-21,unbekannt,5.5,181,1260000,"Witackergasse 11, 8887 Mels, SG",SG,"(47.059172, 9.4178906)",clean
2022-12-21,unbekannt,4.5,104,954850,"Via Remorino 16, 6648 Minusio, TI",TI,"(46.1753806, 8.8205469)",clean
2022-12-21,unbekannt,4.5,96,720000,"Bodenacherstrasse 85, 8121 Benglen, ZH",ZH,"(47.35997045, 8.64027992514212)",clean
2022-12-21,unbekannt,4.5,173,2850000,"Haldenweg 11b, 3600 Thun, BE",BE,"(46.7494448, 7.649100868080126)",clean
2022-12-21,unbekannt,4.0,93,490000,"Via del Sarto 70, 6655 Intragna, TI",TI,"(None, None)",clean
2022-12-21,unbekannt,3.5,116,1180000,"Via delle Scuole 11, 6900 Paradiso, TI",TI,"(45.9905379, 8.9465875)",clean
2022-12-21,unbekannt,3.5,80,660000,"Via Rovere 7, 6932 Breganzona, TI",TI,"(46.0077709, 8.9351092)",clean
2022-12-21,unbekannt,4.5,174,1780000,"1201 Genève, GE",GE,"(46.2097945851476, 6.145442809870849)",clean
2022-12-21,unbekannt,3.5,100,745000,"Via alle Vigne 31, 6600 Locarno, TI",TI,"(46.1710997, 8.7756173)",clean
