Datum,Wohnungsart,Zimmeranzahl,Wohnungsgrösse_m2,Verkaufspreis,Wohnungs_Adresse,Kanton,Latitude/Longitude,clean
2022-12-21,unbekannt,4.5,160,2250000,"Winterbergstrasse 7, 8804 Au ZH, ZH",ZH,"(47.240915, 8.6452533)",clean
2022-12-21,unbekannt,5.5,143,1280000,"Burgunderweg 68, 2505 Biel/Bienne, BE",BE,"(47.1322232, 7.220470149999992)",clean
2022-12-21,unbekannt,6.0,248,2980000,"1, chemin de la Gevrière, 1213 Onex, GE",GE,"(None, None)",clean
2022-12-21,unbekannt,4.5,126,1260000,"Haldenstrasse 1a, 9524 Zuzwil SG, SG",SG,"(47.4771266, 9.1216274)",clean
2022-12-21,unbekannt,4.5,116,710000,"Bernstrasse 77, 3122 Kehrsatz, BE",BE,"(46.91384225, 7.467956583427039)",clean
2022-12-21,unbekannt,3.5,84,310000,"Rue Plantassage 4, 3976 Noës, VS",VS,"(46.2809462, 7.5057746)",clean
2022-12-21,unbekannt,2.5,58,235000,"Les Tauges 25, 1973 Nax, VS",VS,"(46.227873, 7.429207)",clean
2022-12-21,unbekannt,5.5,163,789500,"Termerweg 21, 3900 Brig, VS",VS,"(46.3162465, 7.9948858483061045)",clean
2022-12-21,unbekannt,4.5,170,1595000,"Spinnereistrasse 6, 5210 Windisch, AG",AG,"(47.4818438, 8.231568127394688)",clean
2022-12-21,unbekannt,7.5,255,4250000,"Rue de la Cloche 6, 1201 Genève, GE",GE,"(46.2108348, 6.1508721)",clean
2022-12-21,unbekannt,4.5,141,695000,"Kleinfeldstrasse 4, 4652 Winznau, SO",SO,"(47.363082649999996, 7.932178816886077)",clean
2022-12-21,unbekannt,1.0,31,250000,"Fischermätteliweg 12, 3400 Burgdorf, BE",BE,"(47.04842785, 7.639660439869457)",clean
2022-12-21,Neubau,2.5,68,460000,"Mühlestrasse 32, 3362 Niederönz, BE",BE,"(47.18909975, 7.6918248500000015)",clean
2022-12-21,Neubau,4.5,120,675000,"Allmend 3, 3504 Oberhünigen, BE",BE,"(None, None)",clean
2022-12-21,unbekannt,4.5,101,448000,"Dorfstrasse 23, 3473 Alchenstorf, BE",BE,"(47.125589399999996, 7.635179450000001)",clean
2022-12-21,unbekannt,3.5,69,680000,"Av. de la Rochelle 39, 1008 Prilly, VD",VD,"(46.5341535, 6.601174784406214)",clean
2022-12-21,unbekannt,4.5,97,1260000,"Av. de la Rochelle 39, 1008 Prilly, VD",VD,"(46.5341535, 6.601174784406214)",clean
2022-12-21,unbekannt,3.5,71,450000,"Langsamstigstrasse 7, 5600 Lenzburg, AG",AG,"(47.390310400000004, 8.160651300000001)",clean
2022-12-21,unbekannt,4.5,193,1240000,"Bachserstrasse 17, 8162 Steinmaur, ZH",ZH,"(47.5041831, 8.4545216)",clean
2022-12-21,unbekannt,2.5,60,370000,"Wasgenring 92, 4055 Basel, BS",BS,"(47.5601721, 7.5643207)",clean
2022-12-21,unbekannt,5.5,135,0,"Geriwil 24, 1715 Alterswil FR, FR",FR,"(46.7925172, 7.2664888)",clean
2022-12-21,unbekannt,2.5,51,390000,"Büchelstrasse 3, 9443 Widnau, SG",SG,"(47.4017709, 9.6375878)",clean
2022-12-21,unbekannt,4.5,174,0,"Klusweg 1, 7250 Klosters, GR",GR,"(46.8789367, 9.880220431628327)",clean
2022-12-21,unbekannt,3.5,88,1545000,"Promenade 95, 7270 Davos Platz, GR",GR,"(46.8014794, 9.8299586)",clean
2022-12-21,unbekannt,2.5,70,510000,"Chemin de la coula 50, 1618 Châtel-St-Denis, FR",FR,"(None, None)",clean
2022-12-21,unbekannt,4.5,105,865000,"Ober-Kuonimattweg 22, 6010 Kriens, LU",LU,"(47.0231838, 8.30017625)",clean
2022-12-21,unbekannt,5.5,171,890000,"Route du Pont Rouge, 1870 Monthey, VS",VS,"(None, None)",clean
2022-12-21,unbekannt,3.5,132,695000,"Route du Pont Rouge, 1870 Monthey, VS",VS,"(None, None)",clean
2022-12-21,unbekannt,1.5,37,204000,"Avenue des Alpes 15, 3960 Sierre, VS",VS,"(46.2929914, 7.5285819)",clean
2022-12-21,unbekannt,4.5,143,849000,"Eigerweg 26, 4912 Aarwangen, BE",BE,"(47.23958385, 7.778223187321026)",clean
2022-12-21,unbekannt,3.0,69,509000,"Via Industria 6B, 6900 Lugano, TI",TI,"(46.022265, 8.9649715)",clean
2022-12-21,unbekannt,5.5,155,420000,"Rue des Champs 11, 2300 La Chaux-de-Fonds, NE",NE,"(47.092258150000006, 6.821555003790538)",clean
2022-12-21,unbekannt,3.5,0,890000,"Chemin de la Fauvette 24, 1012 Lausanne, VD",VD,"(46.52628595, 6.655329699999996)",clean
2022-12-21,unbekannt,5.5,174,3700000,"Eschering 14, 6300 Zug, ZG",ZG,"(None, None)",clean
2022-12-21,unbekannt,4.5,144,2230000,"Höhenweg 24, 5035 Unterentfelden, AG",AG,"(47.3738488, 8.042029120152499)",clean
2022-12-21,unbekannt,5.0,120,1500000,"chemin du Daru 37, 1228 Plan-les-Ouates, GE",GE,"(46.1640973, 6.113534132652688)",clean
2022-12-21,unbekannt,4.5,163,1650000,"9037 Speicherschwendi, AR",AR,"(47.42549, 9.4378023)",clean
2022-12-21,unbekannt,5.5,175,0,"8560 Märstetten, TG",TG,"(47.58779882980133, 9.06494132847682)",clean
2022-12-21,unbekannt,5.5,106,825000,"Viale alle Cantine 4, 6850 Mendrisio, TI",TI,"(45.8809827, 8.9857911)",clean
2022-12-21,unbekannt,3.5,96,860000,"Wahlackerstrasse 3, 3052 Zollikofen, BE",BE,"(46.992900750000004, 7.455799591642751)",clean
2022-12-21,unbekannt,4.5,166,1370000,"Domleschgerstrasse, 7411 Sils im Domleschg, GR",GR,"(46.7050864, 9.4557243)",clean
2022-12-21,unbekannt,3.5,121,845000,"Via Giuseppe Cattori 7, 6600 Locarno, TI",TI,"(46.1674069, 8.8001857)",clean
2022-12-21,unbekannt,4.5,130,950000,"Rue Ste-Marguerite 5, 1950 Sion, VS",VS,"(46.2306512, 7.3646224)",clean
2022-12-21,unbekannt,6.5,275,2450000,"3963 Crans-Montana, VS",VS,"(46.30872290202726, 7.480706208493534)",clean
2022-12-21,unbekannt,5.5,186,1620000,"Fahrwangenstrasse 3, 6287 Aesch LU, LU",LU,"(47.2603225, 8.242082)",clean
2022-12-21,unbekannt,5.5,155,550000,"Rue des Champs 11, 2300 La Chaux-de-Fonds, NE",NE,"(47.092258150000006, 6.821555003790538)",clean
2022-12-21,unbekannt,5.5,150,860000,"Grabackerstrasse 23, 8722 Kaltbrunn, SG",SG,"(47.215393899999995, 9.010150452827416)",clean
2022-12-21,unbekannt,4.5,88,435000,"Rankwog 2, 4632 Trimbach, SO",SO,"(47.3691356, 7.9139764260961805)",clean
2022-12-21,unbekannt,5.5,140,0,"Tuchmacherstrasse 76, 8041 Zürich, ZH",ZH,"(47.337567199999995, 8.520438141140776)",clean
2022-12-21,unbekannt,3.5,97,720000,"Alice Vogt-Strasse 11, 4226 Breitenbach, SO",SO,"(47.406766399999995, 7.5460333401201)",clean
2022-12-21,unbekannt,4.5,100,565000,"Schulstrasse 303, 5326 Schwaderloch, AG",AG,"(47.5860332, 8.1416985)",clean
2022-12-21,unbekannt,178.0,0,1705000,"Ferrajoz-Millière, 1052 Le Mont-sur-Lausanne, VD",VD,"(None, None)",clean
2022-12-21,unbekannt,4.5,114,840000,"Sportstrasse 8/8a, 9200 Gossau SG, SG",SG,"(47.4110593, 9.2538214)",clean
2022-12-21,unbekannt,6.0,180,1285000,"Route du Château d'Affry, 1762 Givisiez, FR",FR,"(46.811964, 7.1285702)",clean
2022-12-21,unbekannt,3.5,105,470000,"Route de Sion 30B, 1974 Arbaz, VS",VS,"(46.2714302, 7.3818575)",clean
2022-12-21,unbekannt,4.5,108,795000,"Landstrasse 111, 5415 Nussbaumen AG, AG",AG,"(47.48793045, 8.287499563838981)",clean
2022-12-21,unbekannt,3.5,79,0,"Bifang 8, 8757 Filzbach, GL",GL,"(47.12046495, 9.12272520567488)",clean
2022-12-21,unbekannt,3.0,70,1190000,"Route de Verbier Station, 1936 Verbier, VS",VS,"(46.096268, 7.225505)",clean
2022-12-21,unbekannt,4.5,106,595000,"3714 Wengi b. Frutigen, BE",BE,"(46.6075805, 7.6619026)",clean
2022-12-21,unbekannt,3.5,95,790000,"Hasenbergstrasse 2, 8953 Dietikon, ZH",ZH,"(47.40117385, 8.396970503786946)",clean
2022-12-21,unbekannt,3.5,94,470000,"Agges, 1635 La Tour-de-Trême, FR",FR,"(46.6127263, 7.0479746)",clean
2022-12-21,unbekannt,4.5,110,559000,"Hintere Schachenstrasse 43, 5013 Niedergösgen, SO",SO,"(47.3772485, 7.997117330125231)",clean
2022-12-21,unbekannt,5.0,140,1800000,"Route de la Moubra, 21, 3963 Crans-Montana, VS",VS,"(46.3083691, 7.481286)",clean
2022-12-21,unbekannt,4.5,110,697000,"5242 Lupfig, AG",AG,"(47.43862111748252, 8.202797886013986)",clean
2022-12-21,unbekannt,4.5,106,580000,"Bielstrasse 17, 3252 Worben, BE",BE,"(47.1047918, 7.2957314580058235)",clean
2022-12-21,unbekannt,5.0,401,11999900,"Haldenstrasse 57, 6006 Luzern, LU",LU,"(47.0558144, 8.3239464)",clean
2022-12-21,unbekannt,4.5,121,795000,"Flugbrunnenstrasse 20A, 3000 Bern, BE",BE,"(46.9744301, 7.5019696)",clean
2022-12-21,unbekannt,3.5,101,1370000,"Breitestrasse 47, 4132 Muttenz, BL",BL,"(47.524304, 7.6554101)",clean
2022-12-21,Neubau,5.5,175,878000,"Druckerstutz 17, 3436 Zollbrück, BE",BE,"(46.975704, 7.7445839)",clean
2022-12-21,unbekannt,5.5,130,995000,"Geschinaweg 23, 3900 Brig, VS",VS,"(46.3116957, 7.9935533)",clean
2022-12-21,unbekannt,4.5,112,685000,"Oberdorfstrasse 1, 9506 Lommis, TG",TG,"(47.5169668, 8.996701191511935)",clean
2022-12-21,unbekannt,4.0,132,1500000,"Chemin de l'Argilière, 1234 Vessy, GE",GE,"(46.1750384, 6.1551643)",clean
2022-12-21,unbekannt,0.0,0,309000,"45.848554, 9.013788, 6834 Morbio Inferiore, TI",TI,"(45.8530469, 9.016289)",clean
2022-12-21,unbekannt,5.5,160,0,"3900 Brig, VS",VS,"(46.31685472825112, 7.9934964327354265)",clean
2022-12-21,unbekannt,3.5,88,890000,"Postgässli 12, 8345 Adetswil, ZH",ZH,"(47.33998675, 8.841040396263743)",clean
2022-12-21,unbekannt,2.5,56,399000,"Rue des Comtes 1, 1680 Romont FR, FR",FR,"(46.69238385, 6.9131096030234325)",clean
2022-12-21,unbekannt,4.5,110,803000,"Route de Bettens 27, 1306 Daillens, VD",VD,"(46.622851499999996, 6.553552336519884)",clean
2022-12-21,unbekannt,4.5,168,2650000,"Raintrasse 16, 8134 Adliswil, ZH",ZH,"(None, None)",clean
2022-12-21,unbekannt,3.5,90,535000,"Jurastrasse 8, 5442 Fislisbach, AG",AG,"(47.4398444, 8.291227751423207)",clean
2022-12-21,unbekannt,5.0,135,750000,"Schüssemattstrasse 2, 5736 Burg AG, AG",AG,"(None, None)",clean
2022-12-21,unbekannt,4.5,108,970000,"Kilchmattstrasse, 18, 4132 Muttenz, BL",BL,"(47.5262208, 7.6597055)",clean
2022-12-21,unbekannt,4.5,112,725000,"Säntisstrasse 29, 8580 Amriswil, TG",TG,"(47.54739295, 9.307448749999999)",clean
2022-12-21,unbekannt,5.5,169,1395000,"Säntisstrasse 29, 8580 Amriswil, TG",TG,"(47.54739295, 9.307448749999999)",clean
2022-12-21,unbekannt,3.5,92,1120000,"Avenue du Prieuré 21, 1009 Pully, VD",VD,"(46.5106748, 6.6618488)",clean
2022-12-21,unbekannt,4.5,122,980000,"1400 Yverdon-les-Bains, VD",VD,"(46.77837508881694, 6.643168887148194)",clean
2022-12-21,unbekannt,5.5,120,695000,"Ch.arche 19 a, 1870 Monthey, VS",VS,"(46.258133, 6.9560364)",clean
2022-12-21,unbekannt,4.5,140,2450000,"6047 Kastanienbaum, LU",LU,"(47.0130792, 8.33487)",clean
2022-12-21,unbekannt,3.5,98,885000,"Via Gerso, 6900 Lugano, TI",TI,"(46.0107843, 8.9499463)",clean
2022-12-21,unbekannt,2.5,72,545000,"Via Gerso, 6900 Lugano, TI",TI,"(46.0107843, 8.9499463)",clean
2022-12-21,unbekannt,4.5,123,965000,"Luzernerstrasse 50, 4800 Zofingen, AG",AG,"(47.286303, 7.9471292)",clean
2022-12-21,unbekannt,4.0,103,1450000,"1228 Plan-les-Ouates, GE",GE,"(46.166788641860464, 6.113625646511628)",clean
2022-12-21,unbekannt,4.5,187,3550000,"Ritomgasse 14, 6490 Andermatt, UR",UR,"(46.6395878, 8.5899707)",clean
2022-12-21,unbekannt,6.5,155,0,"Giacomettistrasse 16, 3006 Bern, BE",BE,"(46.9449698, 7.4736897)",clean
2022-12-21,unbekannt,4.5,120,690000,"Bachwegen 23, 8739 Rieden SG, SG",SG,"(47.2222386, 9.04744548072848)",clean
2022-12-21,unbekannt,5.5,132,795000,"Nieschbergstrasse 35, 9100 Herisau, AR",AR,"(47.3732244, 9.2788711)",clean
2022-12-21,unbekannt,2.5,51,680000,"Leimenstrasse 21, 4051 Basel, BS",BS,"(47.5544158, 7.583022)",clean
2022-12-21,unbekannt,1.5,38,320000,"Rue de Morat 59, 1700 Fribourg, FR",FR,"(46.8076207, 7.1595477)",clean
2022-12-21,unbekannt,4.5,113,835000,"Cheerstrasse 13b, 6014 Luzern, LU",LU,"(47.0520887, 8.256611383255034)",clean
2022-12-21,unbekannt,4.5,73,685000,"Bellikerstrasse 16, 8964 Rudolfstetten, AG",AG,"(47.36386545, 8.36689775)",clean
2022-12-21,unbekannt,4.5,143,1470000,"Rietgrabenstrasse 60B, 8152 Opfikon, ZH",ZH,"(47.4285902, 8.5759794)",clean
2022-12-21,unbekannt,4.5,96,515000,"Route de Verbier 68, 1934 Le Châble VS, VS",VS,"(46.0811454, 7.2131862)",clean
2022-12-21,unbekannt,1.0,25,195000,"Route des Mayens, 3963 Crans-Montana, VS",VS,"(46.337513, 7.5358054)",clean
2022-12-21,unbekannt,3.5,117,695000,"Rebmattweg 1, 5234 Villigen, AG",AG,"(47.5289252, 8.2147832)",clean
2022-12-21,unbekannt,4.5,131,760000,"Rebmattweg 1, 5234 Villigen, AG",AG,"(47.5289252, 8.2147832)",clean
2022-12-21,unbekannt,4.5,120,1250000,"Avenue du Château, 1008 Prilly, VD",VD,"(46.5429539, 6.600924)",clean
2022-12-21,unbekannt,4.5,144,980000,"Volkshausstrasse 21B, 9630 Wattwil, SG",SG,"(47.3006309, 9.088043572989234)",clean
2022-12-21,unbekannt,7.0,160,1940000,"1233 Bernex, GE",GE,"(46.17624609268293, 6.078136917073171)",clean
2022-12-21,unbekannt,0.0,0,550000,"Hanfgarten 3, 5415 Nussbaumen AG, AG",AG,"(47.4863014, 8.2934519)",clean
2022-12-21,unbekannt,4.5,120,0,"Viale Monte Verità 27C, 6612 Ascona, TI",TI,"(46.15908725, 8.771068599999998)",clean
2022-12-21,unbekannt,4.5,128,740000,"Grenzstrasse 4, 2558 Aegerten, BE",BE,"(47.1190997, 7.2927793)",clean
2022-12-21,unbekannt,3.5,92,615000,"Grenzstrasse 4, 2558 Aegerten, BE",BE,"(47.1190997, 7.2927793)",clean
2022-12-21,unbekannt,3.5,80,495000,"Pintenweg, 6146 Grossdietwil, LU",LU,"(None, None)",clean
2022-12-21,unbekannt,4.5,143,1100000,"8400 Winterthur, ZH",ZH,"(47.50009493557471, 8.727578378390804)",clean
2022-12-21,unbekannt,3.5,108,605000,"Oberdorf 9, 6166 Hasle LU, LU",LU,"(46.9805541, 8.055228453652969)",clean
2022-12-21,unbekannt,4.0,130,3990000,"Via Tinus, 7500 St. Moritz, GR",GR,"(46.499646, 9.8379025)",clean
2022-12-21,unbekannt,4.5,126,768000,"Wolfwilerstrasse 31, 4623 Neuendorf, SO",SO,"(47.2998368, 7.7891284)",clean
2022-12-21,unbekannt,3.5,110,1005000,"1865 Les Diablerets, VD",VD,"(46.3511021, 7.1566435)",clean
2022-12-21,unbekannt,4.5,135,1320000,"Muttenstrasse 33, 5712 Beinwil am See, AG",AG,"(47.2682641, 8.2074999)",clean
2022-12-21,unbekannt,0.0,0,0,"Schmiedgasse 5, 6182 Escholzmatt, LU",LU,"(46.9141953, 7.933224303022385)",clean
2022-12-21,Neubau,5.5,130,0,"1820 Montreux, VD",VD,"(46.4311352006689, 6.915873086287625)",clean
2022-12-21,unbekannt,4.5,100,1650000,"undere Waldmattenstrasse 8, 3778 Schönried, BE",BE,"(46.503652599999995, 7.296039366743953)",clean
2022-12-21,unbekannt,4.5,166,1470000,"Domleschgerstrasse, 7411 Sils im Domleschg, GR",GR,"(46.7050864, 9.4557243)",clean
2022-12-21,unbekannt,4.5,166,1320000,"Domleschgerstrasse, 7411 Sils im Domleschg, GR",GR,"(46.7050864, 9.4557243)",clean
2022-12-21,unbekannt,5.5,160,1690000,"Sonnenrain 9B, 6102 Malters, LU",LU,"(None, None)",clean
2022-12-21,Neubauprojekt,2.5,66,400000,"Vielmattstrasse, 3512 Walkringen, BE",BE,"(46.9436329, 7.6171894)",clean
2022-12-21,Neubauprojekt,2.5,66,400000,"Vielmattstrasse, 3512 Walkringen, BE",BE,"(46.9436329, 7.6171894)",clean
2022-12-21,Neubauprojekt,4.5,108,685000,"Vielmattstrasse, 3512 Walkringen, BE",BE,"(46.9436329, 7.6171894)",clean
2022-12-21,Neubauprojekt,4.5,107,810000,"Vielmattstrasse, 3512 Walkringen, BE",BE,"(46.9436329, 7.6171894)",clean
2022-12-21,Neubauprojekt,4.5,107,620000,"Kanalstrasse 26 b, 8575 Bürglen TG, TG",TG,"(47.5445109, 9.158089)",clean
2022-12-21,unbekannt,4.5,92,665000,"Hofackerstrasse 4, 5073 Gipf-Oberfrick, AG",AG,"(47.492724100000004, 7.996494546465112)",clean
2022-12-21,unbekannt,4.5,133,918800,"4417 Ziefen, BL",BL,"(47.428478288461534, 7.7003406865384605)",clean
2022-12-21,unbekannt,3.5,96,1770000,"Gerenstrasse 14, 8712 Stäfa, ZH",ZH,"(47.24080615, 8.71782460457352)",clean
2022-12-21,unbekannt,4.0,96,338000,"Stössen 828, 3154 Rüschegg Heubach, BE",BE,"(46.78081315, 7.410480623769702)",clean
2022-12-21,unbekannt,8.0,324,3800000,"Via Campagnola, 6852 Genestrerio, TI",TI,"(45.8548069, 8.9605784)",clean
2022-12-21,unbekannt,3.0,85,540000,"via merlina, 6900 Lugano, TI",TI,"(46.0127645, 8.9630287)",clean
2022-12-21,unbekannt,5.5,153,940000,"Kirchfeld, 6162 Entlebuch, LU",LU,"(46.9901976, 8.0642535)",clean
2022-12-21,unbekannt,4.5,85,690000,"Chemin de Champavoi 2, 1941 Vollèges, VS",VS,"(46.0851993, 7.167184)",clean
2022-12-21,unbekannt,3.5,71,395000,"Schwabstrasse 80, 3018 Bern, BE",BE,"(46.942671, 7.3964861)",clean
2022-12-21,unbekannt,3.5,94,585000,"7460 Savognin, GR",GR,"(46.5956436, 9.6008687)",clean
2022-12-21,unbekannt,3.5,110,990000,"Sentiero Mozzana 1, 6614 Brissago, TI",TI,"(46.1233983, 8.7125297)",clean
2022-12-21,unbekannt,4.5,111,880000,"Rebbergstrasse 17D, 5610 Wohlen AG, AG",AG,"(47.35642995, 8.279388986652286)",clean
2022-12-21,unbekannt,0.0,0,1490000,"Chemin de la Farette 4, 1232 Confignon, GE",GE,"(46.17243475, 6.07860045)",clean
2022-12-21,unbekannt,4.0,110,540000,"Zenhäusernstrasse 1, 3902 Glis, VS",VS,"(46.3104497, 7.9900413)",clean
2022-12-21,unbekannt,4.5,93,690000,"Grossenstein 3, 3662 Seftigen, BE",BE,"(46.789083149999996, 7.536216341898537)",clean
2022-12-21,unbekannt,4.5,106,775000,"Avenue Pierre-de-Savoie 49A, 1400 Yverdon-les-Bains, VD",VD,"(46.7686276, 6.6388522333333295)",clean
2022-12-21,unbekannt,4.5,144,730000,"Gygerweg 36, 3700 Spiez, BE",BE,"(46.68490865, 7.66584910512437)",clean
2022-12-21,unbekannt,3.5,96,900000,"Via Serafino Balestra 13 a, 6600 Locarno, TI",TI,"(46.1609969, 8.7988085)",clean
2022-12-21,unbekannt,4.5,110,625000,"Mühliacherweg 14, 5105 Auenstein, AG",AG,"(47.4155124, 8.143479399767045)",clean
2022-12-21,unbekannt,4.5,120,1350000,"Avenue du Château, 1008 Prilly, VD",VD,"(46.5429539, 6.600924)",clean
2022-12-21,Neubau,4.5,172,835000,"Ringstrasse 1, 3362 Niederönz, BE",BE,"(47.1884181, 7.6970034)",clean
2022-12-21,unbekannt,6.5,268,3500000,"Via Gerso, 6900 Lugano, TI",TI,"(46.0107843, 8.9499463)",clean
2022-12-21,unbekannt,4.5,250,3000000,"Lungo lago Motta, 6815 Melide, TI",TI,"(None, None)",clean
2022-12-21,unbekannt,4.5,144,660000,"Stockmattweg 7, 3296 Arch, BE",BE,"(47.1621749, 7.4257341)",clean
2022-12-21,unbekannt,4.5,180,995000,"Mülibüüne 8, 3422 Kirchberg BE, BE",BE,"(47.09211225, 7.5763607)",clean
2022-12-21,Neubau,5.5,175,1690000,"Haldenstrasse 30, 9548 Matzingen, TG",TG,"(47.52650375, 8.927410799999995)",clean
2022-12-21,unbekannt,4.5,110,295000,"Hostet 7, 4558 Heinrichswil, SO",SO,"(47.157590150000004, 7.633804496545938)",clean
2022-12-21,Neubau,5.5,180,1490000,"Fürstenlandstrasse 69, 9500 Wil SG, SG",SG,"(47.465272999999996, 9.06389165)",clean
2022-12-21,Neubau,3.5,153,745000,"Ringstrasse 5, 3362 Niederönz, BE",BE,"(47.1884181, 7.6970034)",clean
2022-12-21,Neubau,5.5,113,675000,"Rossweid 3, 5619 Büttikon AG, AG",AG,"(47.3294629, 8.2743024)",clean
2022-12-21,Neubau,4.5,139,950000,"Via Portiora, 15, 6500 Bellinzona, TI",TI,"(46.2141862, 9.0317081)",clean
2022-12-21,unbekannt,4.5,96,630000,"Zuberweg 12, 3608 Thun, BE",BE,"(46.740167, 7.597592465883949)",clean
2022-12-21,unbekannt,4.5,119,798000,"Möslistrasse 12, 4532 Feldbrunnen, SO",SO,"(47.220236, 7.5541178)",clean
2022-12-21,unbekannt,3.5,84,525000,"Kornhausgasse 9, 3400 Burgdorf, BE",BE,"(47.05795005, 7.626806499999994)",clean
2022-12-21,Neubau,4.5,92,635000,"Vordergasse 8, 3858 Hofstetten b. Brienz, BE",BE,"(None, None)",clean
2022-12-21,Neubau,4.5,78,560000,"Vordergasse 6, 3858 Hofstetten b. Brienz, BE",BE,"(None, None)",clean
2022-12-21,Neubau,4.5,92,665000,"Vordergasse 8, 3858 Hofstetten b. Brienz, BE",BE,"(None, None)",clean
2022-12-21,Neubau,4.5,92,645000,"Vordergasse 8, 3858 Hofstetten b. Brienz, BE",BE,"(None, None)",clean
2022-12-21,unbekannt,5.5,131,1387000,"Zielstrasse 4, 8400 Winterthur, ZH",ZH,"(47.5098853, 8.719323198035799)",clean
2022-12-21,unbekannt,3.5,67,380000,"Bahnhofstrasse 13, 8887 Mels, SG",SG,"(47.0504006, 9.4193483)",clean
2022-12-21,unbekannt,8.5,246,2650000,"Therwilerstrasse 29, 4104 Oberwil BL, BL",BL,"(47.5122006, 7.56235120109819)",clean
2022-12-21,unbekannt,2.5,68,495000,"Scheibenstrasse 15, 3600 Thun, BE",BE,"(46.7606797, 7.622733314723149)",clean
2022-12-21,unbekannt,3.5,132,885000,"Untere Grundgasse 7, 9500 Wil SG, SG",SG,"(47.4717888, 9.0573761)",clean
2022-12-21,unbekannt,4.5,150,1025000,"Untere Grundgasse 7, 9500 Wil SG, SG",SG,"(47.4717888, 9.0573761)",clean
2022-12-21,unbekannt,3.5,116,795000,"Grundweg 11, 9500 Wil SG, SG",SG,"(47.47243515, 9.056847600000001)",clean
2022-12-21,Neubau,3.5,78,580000,"Vordergasse 6, 3858 Hofstetten b. Brienz, BE",BE,"(None, None)",clean
2022-12-21,unbekannt,3.5,86,455000,"1993 Veysonnaz, VS",VS,"(46.1955082, 7.3363267)",clean
2022-12-21,unbekannt,4.5,108,1300000,"Haldensteig 19, 8708 Männedorf, ZH",ZH,"(47.25696625, 8.70206654252922)",clean
2022-12-21,Neubau,4.5,115,750000,"Hauptstrasse 64, 8269 Fruthwilen, TG",TG,"(47.659552399999995, 9.06530687106918)",clean
2022-12-21,unbekannt,4.5,119,638000,"Simmenfluhstrasse 2, 3752 Wimmis, BE",BE,"(46.6747915, 7.635902250000004)",clean
2022-12-21,unbekannt,4.5,126,785000,"Feldgass 7, 9478 Azmoos, SG",SG,"(47.0798233, 9.478570430697154)",clean
2022-12-21,unbekannt,3.5,150,2565000,"Via Verbano 9, 6648 Minusio, TI",TI,"(46.1744232, 8.81951)",clean
2022-12-21,unbekannt,3.5,155,990000,"Via alla Rocca 2, 6600 Locarno, TI",TI,"(46.1704444, 8.78243807717817)",clean
2022-12-21,unbekannt,4.5,160,1650000,"Blumenhalde 9, 6010 Kriens, LU",LU,"(47.036861349999995, 8.27131779940029)",clean
2022-12-21,unbekannt,3.5,71,490000,"Eschenweg 2, 6207 Nottwil, LU",LU,"(47.136634, 8.137744576301344)",clean
2022-12-21,unbekannt,3.5,160,1375000,"Untere Grundgasse 7, 9500 Wil SG, SG",SG,"(47.4717888, 9.0573761)",clean
2022-12-21,unbekannt,4.5,175,1625000,"Untere Grundgasse 9, 9500 Wil SG, SG",SG,"(47.4717888, 9.0573761)",clean
2022-12-21,unbekannt,5.5,173,1145000,"Untere Grundgasse 8, 9500 Wil SG, SG",SG,"(47.4717888, 9.0573761)",clean
2022-12-21,unbekannt,4.5,155,970000,"Untere Grundgasse 9, 9500 Wil SG, SG",SG,"(47.4717888, 9.0573761)",clean
2022-12-21,unbekannt,4.5,180,1585000,"Untere Grundgasse 8, 9500 Wil SG, SG",SG,"(47.4717888, 9.0573761)",clean
2022-12-21,unbekannt,4.5,130,635000,"Schulstrasse 3B, 3296 Arch, BE",BE,"(47.1654583, 7.42865795)",clean
2022-12-21,unbekannt,5.5,212,1449000,"1950 Sion, VS",VS,"(46.230390014467496, 7.357020468105118)",clean
2022-12-21,unbekannt,5.5,140,1197000,"Hintermühlenstrasse 5, 8409 Winterthur, ZH",ZH,"(47.50407235, 8.774174958192887)",clean
2022-12-21,unbekannt,3.5,112,1045000,"Allewindestrasse 4, 5436 Würenlos, AG",AG,"(47.4390863, 8.3676896)",clean
2022-12-21,unbekannt,4.5,112,1320000,"Parkallee 2, 8952 Schlieren, ZH",ZH,"(47.3984083, 8.438617740415463)",clean
2022-12-21,unbekannt,2.0,95,650000,"Via delle Scuole 13, 6900 Paradiso, TI",TI,"(45.9905379, 8.9465875)",clean
2022-12-21,unbekannt,1.0,53,440000,"Via Marco da Carona 9, 6900 Lugano, TI",TI,"(46.0126146, 8.9584622)",clean
2022-12-21,unbekannt,3.5,140,0,"Niederstad 20, 6053 Alpnachstad, OW",OW,"(46.9635231, 8.2913785)",clean
2022-12-21,unbekannt,4.5,110,860000,"1997 Haute-Nendaz, VS",VS,"(46.1839428, 7.2953573)",clean
2022-12-21,unbekannt,4.5,123,990000,"1950 Sion, VS",VS,"(46.230390014467496, 7.357020468105118)",clean
2022-12-21,unbekannt,3.5,81,530000,"Allmendingenstrasse 61, 3608 Thun, BE",BE,"(46.7439436, 7.5964785)",clean
2022-12-21,unbekannt,6.5,160,1650000,"Egelbergstrasse 17, 3006 Bern, BE",BE,"(46.9457698, 7.4646162)",clean
